frame_id,round_id,model_type,total_time_ms,forward_time_ms,postprocess_time_ms,data_to_gpu_time_ms,success,skip_reason
1020,1,baseline,21.043,11.629,3.853,5.561,True,
1021,1,baseline,46.971,23.815,10.152,13.004,True,
1022,1,baseline,20.87,11.524,3.832,5.515,True,
1023,1,baseline,47.012,25.782,3.985,17.245,True,
1024,1,baseline,29.349,15.63,5.472,8.247,True,
1025,1,baseline,24.151,13.858,4.585,5.708,True,
1026,1,baseline,23.084,11.884,3.875,7.325,True,
1027,1,baseline,27.622,12.231,7.934,7.457,True,
1028,1,baseline,43.963,20.442,10.04,13.48,True,
1029,1,baseline,22.243,12.186,4.336,5.721,True,
1030,1,baseline,37.098,17.539,12.112,7.447,True,
1031,1,baseline,28.916,11.902,3.763,13.251,True,
1032,1,baseline,29.281,12.309,3.933,13.039,True,
1033,1,baseline,27.173,17.837,3.787,5.549,True,
1034,1,baseline,25.367,13.494,4.409,7.464,True,
1035,1,baseline,26.291,14.123,4.654,7.514,True,
1036,1,baseline,43.87,26.462,4.039,13.369,True,
1037,1,baseline,45.075,29.101,9.824,6.149,True,
1038,1,baseline,23.367,12.224,3.906,7.236,True,
1039,1,baseline,24.049,12.208,4.538,7.303,True,
1040,1,baseline,23.313,12.121,3.873,7.319,True,
1041,1,baseline,23.42,13.254,4.096,6.07,True,
1042,1,baseline,35.482,18.427,3.99,13.065,True,
1043,1,baseline,47.416,30.272,9.837,7.307,True,
1044,1,baseline,29.441,12.477,9.721,7.243,True,
1045,1,baseline,21.933,12.373,3.884,5.677,True,
1046,1,baseline,23.059,12.112,3.832,7.114,True,
1047,1,baseline,50.536,26.001,10.838,13.697,True,
1048,1,baseline,23.403,12.189,3.931,7.283,True,
1049,1,baseline,20.949,11.754,3.813,5.382,True,
1050,1,baseline,23.753,12.333,3.988,7.432,True,
1051,1,baseline,22.91,11.821,3.842,7.247,True,
1052,1,baseline,23.349,12.207,3.936,7.205,True,
1053,1,baseline,21.403,12.173,3.874,5.357,True,
1054,1,baseline,25.274,14.175,3.8,7.299,True,
1055,1,baseline,23.642,12.166,3.901,7.575,True,
1056,1,baseline,44.425,34.163,4.183,6.079,True,
1057,1,baseline,21.424,12.094,3.8,5.53,True,
1058,1,baseline,37.918,20.44,3.946,13.532,True,
1059,1,baseline,44.293,21.235,3.859,19.2,True,
1060,1,baseline,46.822,23.416,10.274,13.132,True,
1061,1,baseline,21.363,12.249,3.788,5.326,True,
1062,1,baseline,23.232,11.762,4.226,7.244,True,
1063,1,baseline,23.261,12.225,3.778,7.258,True,
1064,1,baseline,32.272,12.278,4.104,15.889,True,
1065,1,baseline,20.752,11.718,3.881,5.153,True,
1066,1,baseline,30.302,12.88,9.934,7.487,True,
1067,1,baseline,42.514,31.286,3.917,7.31,True,
1068,1,baseline,21.916,12.046,3.927,5.944,True,
1069,1,baseline,38.746,27.844,4.0,6.902,True,
1070,1,baseline,21.743,11.928,4.063,5.752,True,
1071,1,baseline,38.236,15.983,16.478,5.775,True,
1072,1,baseline,38.022,27.751,4.643,5.628,True,
1073,1,baseline,30.558,12.198,3.952,14.408,True,
1074,1,baseline,24.325,12.728,4.056,7.541,True,
1075,1,baseline,41.583,24.193,4.032,13.358,True,
1076,1,baseline,44.663,23.926,7.776,12.961,True,
1077,1,baseline,21.207,11.807,3.819,5.58,True,
1078,1,baseline,29.461,12.265,3.908,13.287,True,
1079,1,baseline,22.814,11.823,3.774,7.217,True,
1080,1,baseline,23.052,12.008,3.853,7.191,True,
1081,1,baseline,21.064,11.729,3.816,5.52,True,
1082,1,baseline,23.139,12.06,3.939,7.139,True,
1083,1,baseline,22.675,11.726,3.808,7.141,True,
1084,1,baseline,22.962,11.991,3.896,7.076,True,
1085,1,baseline,20.904,11.739,3.787,5.378,True,
1086,1,baseline,64.234,36.615,3.978,23.641,True,
1087,1,baseline,24.277,13.078,3.795,7.404,True,
1088,1,baseline,22.726,11.736,3.797,7.192,True,
1089,1,baseline,28.761,12.138,4.751,11.872,True,
1090,1,baseline,23.065,11.796,3.801,7.468,True,
1091,1,baseline,23.543,12.307,3.932,7.304,True,
1092,1,baseline,22.753,11.69,3.787,7.277,True,
1093,1,baseline,39.55,23.481,9.991,6.078,True,
1094,1,baseline,43.773,12.036,6.542,25.194,True,
1095,1,baseline,34.722,18.761,10.143,5.818,True,
1096,1,baseline,49.308,26.073,9.989,13.246,True,
1097,1,baseline,37.252,11.835,13.912,11.505,True,
1098,1,baseline,40.134,17.386,9.872,12.877,True,
1099,1,baseline,23.522,11.696,3.777,8.049,True,
1100,1,baseline,23.523,12.082,4.493,6.947,True,
1101,1,baseline,40.405,25.582,9.522,5.3,True,
1102,1,baseline,26.985,14.675,4.824,7.485,True,
1103,1,baseline,22.621,11.726,3.752,7.143,True,
1104,1,baseline,23.32,12.245,3.932,7.143,True,
1105,1,baseline,21.174,11.804,3.757,5.613,True,
1106,1,baseline,43.381,25.078,10.013,8.289,True,
1107,1,baseline,23.109,12.006,3.825,7.279,True,
1108,1,baseline,23.013,11.773,3.813,7.427,True,
1109,1,baseline,21.107,11.777,3.792,5.538,True,
1110,1,baseline,23.356,12.121,3.927,7.309,True,
1111,1,baseline,35.441,11.835,16.515,7.091,True,
1112,1,baseline,23.122,12.117,3.877,7.129,True,
1113,1,baseline,20.574,11.628,3.711,5.236,True,
1114,1,baseline,23.145,12.075,3.883,7.188,True,
1115,1,baseline,34.725,11.764,3.715,19.247,True,
1116,1,baseline,23.015,11.975,3.812,7.228,True,
1117,1,baseline,20.61,11.681,3.72,5.208,True,
1118,1,baseline,36.854,13.583,3.9,19.372,True,
1119,1,baseline,22.996,11.91,3.833,7.253,True,
1120,1,baseline,23.343,12.141,3.914,7.288,True,
1121,1,baseline,41.296,25.762,3.856,11.677,True,
1122,1,baseline,23.395,12.231,3.917,7.248,True,
1123,1,baseline,76.65,24.799,23.216,28.634,True,
1124,1,baseline,35.322,18.138,9.934,7.251,True,
1125,1,baseline,33.273,17.841,3.725,11.707,True,
1126,1,baseline,63.405,19.26,24.604,19.541,True,
1127,1,baseline,28.256,11.973,3.826,12.457,True,
1128,1,baseline,23.339,12.167,3.923,7.249,True,
1129,1,baseline,21.709,11.956,3.862,5.891,True,
1130,1,baseline,51.015,23.802,3.962,23.251,True,
1131,1,baseline,23.865,12.548,3.965,7.352,True,
1132,1,baseline,22.697,11.799,3.728,7.171,True,
1133,1,baseline,25.119,12.699,3.884,8.536,True,
1134,1,baseline,22.894,11.835,3.772,7.288,True,
1135,1,baseline,23.618,12.218,3.978,7.422,True,
1136,1,baseline,25.252,12.423,3.929,8.9,True,
1137,1,baseline,21.082,11.769,3.777,5.535,True,
1138,1,baseline,23.301,12.196,3.824,7.281,True,
1139,1,baseline,26.487,14.654,4.23,7.603,True,
1140,1,baseline,22.724,11.891,3.72,7.113,True,
1141,1,baseline,21.498,12.09,3.898,5.51,True,
1142,1,baseline,42.508,18.486,9.868,14.154,True,
1143,1,baseline,38.001,18.499,3.895,15.606,True,
1144,1,baseline,23.304,12.087,3.806,7.411,True,
1145,1,baseline,64.111,54.711,3.785,5.615,True,
1146,1,baseline,23.411,12.131,3.867,7.413,True,
1147,1,baseline,22.981,11.838,3.77,7.373,True,
1148,1,baseline,23.64,12.228,4.015,7.398,True,
1149,1,baseline,21.88,12.233,4.058,5.589,True,
1150,1,baseline,22.644,12.142,3.755,6.747,True,
1151,1,baseline,23.403,12.118,3.879,7.407,True,
1152,1,baseline,26.651,13.618,4.704,8.329,True,
1153,1,baseline,21.504,11.98,3.806,5.718,True,
1154,1,baseline,46.403,30.153,4.057,12.193,True,
1155,1,baseline,23.102,11.996,3.796,7.31,True,
1156,1,baseline,23.324,12.04,3.851,7.434,True,
1157,1,baseline,21.637,12.215,3.884,5.538,True,
1158,1,baseline,44.714,17.673,13.477,13.563,True,
1159,1,baseline,23.537,12.24,3.919,7.377,True,
1160,1,baseline,22.872,11.802,3.807,7.263,True,
1161,1,baseline,22.237,12.383,4.925,4.929,True,
1162,1,baseline,23.102,12.309,3.956,6.837,True,
1163,1,baseline,23.324,12.093,3.888,7.344,True,
1164,1,baseline,28.551,12.32,4.069,12.161,True,
1165,1,baseline,21.495,11.954,3.847,5.695,True,
1166,1,baseline,23.642,12.339,4.002,7.3,True,
1167,1,baseline,28.963,11.896,3.811,13.256,True,
1168,1,baseline,23.742,12.184,3.904,7.654,True,
1169,1,baseline,21.914,12.282,3.973,5.659,True,
1170,1,baseline,23.326,11.921,3.876,7.528,True,
1171,1,baseline,32.871,19.62,4.064,9.187,True,
1172,1,baseline,23.273,12.261,3.889,7.123,True,
1173,1,baseline,21.114,11.831,3.789,5.495,True,
1174,1,baseline,23.035,12.117,3.924,6.994,True,
1175,1,baseline,35.913,15.127,9.419,11.368,True,
1176,1,baseline,44.622,21.045,11.073,12.503,True,
1177,1,baseline,47.658,25.102,4.491,18.064,True,
1178,1,baseline,23.899,12.318,4.058,7.522,True,
1179,1,baseline,27.999,12.093,3.936,11.97,True,
1180,1,baseline,23.017,11.921,3.847,7.249,True,
1181,1,baseline,22.025,12.353,3.981,5.692,True,
1182,1,baseline,23.664,12.116,3.895,7.653,True,
1183,1,baseline,24.885,14.993,3.915,5.977,True,
1184,1,baseline,48.943,24.349,11.192,13.402,True,
1185,1,baseline,29.979,12.558,8.964,8.457,True,
1186,1,baseline,47.896,18.151,16.25,13.494,True,
1187,1,baseline,24.7,13.099,4.143,7.457,True,
1188,1,baseline,23.913,12.373,4.154,7.387,True,
1189,1,baseline,29.236,19.546,3.988,5.701,True,
1190,1,baseline,48.913,25.139,4.329,19.445,True,
1191,1,baseline,23.905,12.635,4.051,7.219,True,
1192,1,baseline,21.729,12.027,3.817,5.885,True,
1193,1,baseline,22.918,12.373,4.81,5.735,True,
1194,1,baseline,24.122,12.8,3.928,7.395,True,
1195,1,baseline,24.363,13.408,4.269,6.686,True,
1196,1,baseline,22.619,12.541,4.002,6.077,True,
1197,1,baseline,22.658,12.787,4.13,5.741,True,
1198,1,baseline,26.77,12.824,4.168,9.778,True,
1199,1,baseline,36.318,18.316,3.895,14.107,True,
1200,1,baseline,22.53,12.622,3.912,5.996,True,
1201,1,baseline,21.955,12.351,3.894,5.71,True,
1202,1,baseline,24.049,12.371,4.021,7.657,True,
1203,1,baseline,23.769,12.448,3.914,7.407,True,
1204,1,baseline,22.299,12.351,3.976,5.973,True,
1205,1,baseline,27.62,18.172,3.803,5.645,True,
1206,1,baseline,48.134,30.658,10.099,7.377,True,
1207,1,baseline,24.297,12.741,4.048,7.509,True,
1208,1,baseline,21.557,11.912,3.785,5.86,True,
1209,1,baseline,22.243,12.665,3.862,5.715,True,
1210,1,baseline,25.568,13.876,4.256,7.435,True,
1211,1,baseline,23.006,11.876,3.799,7.332,True,
1212,1,baseline,23.096,11.926,3.788,7.382,True,
1213,1,baseline,21.853,12.372,3.81,5.672,True,
1214,1,baseline,23.285,11.956,3.811,7.518,True,
1215,1,baseline,34.847,18.879,9.843,6.125,True,
1216,1,baseline,59.05,35.187,10.264,13.599,True,
1217,1,baseline,32.645,23.113,3.8,5.732,True,
1218,1,baseline,40.689,29.424,3.872,7.393,True,
1219,1,baseline,47.554,19.898,8.4,19.256,True,
1220,1,baseline,38.966,21.606,3.935,13.426,True,
1221,1,baseline,21.524,12.163,3.916,5.445,True,
1222,1,baseline,22.649,11.704,3.774,7.171,True,
1223,1,baseline,44.954,33.923,3.819,7.212,True,
1224,1,baseline,23.243,12.17,3.906,7.168,True,
1225,1,baseline,20.752,11.709,3.746,5.297,True,
1226,1,baseline,44.907,18.179,7.211,19.517,True,
1227,1,baseline,22.971,11.837,3.855,7.279,True,
1228,1,baseline,42.301,25.18,9.937,7.184,True,
1229,1,baseline,20.937,11.731,3.784,5.422,True,
1230,1,baseline,27.133,12.293,5.258,9.582,True,
1231,1,baseline,33.744,24.081,3.917,5.746,True,
1232,1,baseline,53.825,43.989,4.044,5.791,True,
1233,1,baseline,22.909,11.962,3.89,7.058,True,
1234,1,baseline,23.402,13.431,4.138,5.833,True,
1235,1,baseline,43.385,25.632,10.538,7.215,True,
1236,1,baseline,47.754,30.494,9.91,7.35,True,
1237,1,baseline,34.305,12.58,4.112,17.614,True,
1238,1,baseline,29.349,12.11,3.9,13.34,True,
1239,1,baseline,22.758,11.878,3.753,7.126,True,
1240,1,baseline,23.083,11.943,3.845,7.295,True,
1241,1,baseline,21.278,11.85,3.826,5.602,True,
1242,1,baseline,23.257,11.787,3.811,7.66,True,
1243,1,baseline,25.021,14.107,4.813,6.101,True,
1244,1,baseline,33.626,23.731,3.952,5.943,True,
1245,1,baseline,22.803,11.872,3.914,7.017,True,
1246,1,baseline,36.01,26.273,4.163,5.574,True,
1247,1,baseline,39.081,23.463,3.929,11.689,True,
1248,1,baseline,25.181,13.355,4.359,7.466,True,
1249,1,baseline,30.981,11.95,5.246,13.784,True,
1250,1,baseline,28.443,15.44,5.523,7.48,True,
1251,1,baseline,28.242,15.356,5.026,7.86,True,
1252,1,baseline,30.631,17.041,5.531,8.058,True,
1253,1,baseline,27.465,15.999,5.208,6.257,True,
1254,1,baseline,23.35,12.009,3.884,7.457,True,
1255,1,baseline,23.159,11.965,3.874,7.32,True,
1256,1,baseline,23.595,12.274,3.986,7.335,True,
1257,1,baseline,20.971,11.754,3.838,5.379,True,
1258,1,baseline,50.978,20.384,16.958,13.636,True,
1259,1,baseline,49.809,25.854,4.275,19.68,True,
1260,1,baseline,40.913,23.073,3.87,13.971,True,
1261,1,baseline,22.66,13.373,3.968,5.318,True,
1262,1,baseline,22.837,11.977,3.823,7.037,True,
1263,1,baseline,33.845,16.972,4.161,12.712,True,
1264,1,baseline,26.705,14.432,4.525,7.748,True,
1265,1,baseline,26.63,15.614,5.144,5.871,True,
1266,1,baseline,28.874,15.612,5.309,7.953,True,
1267,1,baseline,43.512,11.79,9.883,21.838,True,
1268,1,baseline,23.215,12.046,3.979,7.19,True,
1269,1,baseline,21.077,11.769,3.808,5.5,True,
1270,1,baseline,25.098,13.291,4.443,7.364,True,
1271,1,baseline,23.496,12.897,4.105,6.493,True,
1272,1,baseline,40.56,23.1,4.015,13.445,True,
1273,1,baseline,23.954,14.353,4.04,5.561,True,
1274,1,baseline,23.421,12.248,3.89,7.283,True,
1275,1,baseline,23.408,12.163,3.939,7.306,True,
1276,1,baseline,23.949,11.928,4.626,7.395,True,
1277,1,baseline,21.684,12.158,3.879,5.648,True,
1278,1,baseline,26.097,12.244,4.0,9.854,True,
1279,1,baseline,52.436,23.147,3.839,25.45,True,
1280,1,baseline,36.338,17.629,4.654,14.054,True,
1281,1,baseline,21.246,11.878,3.816,5.551,True,
1282,1,baseline,52.053,28.651,16.111,7.291,True,
1283,1,baseline,29.558,19.431,3.842,6.284,True,
1284,1,baseline,35.324,18.103,3.956,13.265,True,
1285,1,baseline,21.75,11.975,3.88,5.895,True,
1286,1,baseline,59.241,36.113,3.806,19.322,True,
1287,1,baseline,41.951,30.397,4.135,7.419,True,
1288,1,baseline,22.993,11.806,3.818,7.369,True,
1289,1,baseline,21.429,12.016,3.918,5.495,True,
1290,1,baseline,24.318,13.157,3.939,7.222,True,
1291,1,baseline,22.965,11.955,3.787,7.224,True,
1292,1,baseline,23.567,12.176,3.974,7.416,True,
1293,1,baseline,21.129,11.757,3.882,5.49,True,
1294,1,baseline,31.782,20.463,3.964,7.354,True,
1295,1,baseline,28.964,17.934,3.822,7.208,True,
1296,1,baseline,23.203,12.026,3.95,7.227,True,
1297,1,baseline,26.006,16.816,3.831,5.359,True,
1298,1,baseline,52.366,19.714,14.379,18.273,True,
1299,1,baseline,23.011,11.907,3.81,7.295,True,
1300,1,baseline,23.424,12.21,3.996,7.218,True,
1301,1,baseline,21.96,12.417,3.95,5.593,True,
1302,1,baseline,35.318,24.006,3.842,7.471,True,
1303,1,baseline,39.43,23.408,4.066,11.956,True,
1304,1,baseline,23.583,13.357,4.251,5.975,True,
1305,1,baseline,27.434,11.515,3.765,12.155,True,
1306,1,baseline,24.979,13.296,4.267,7.416,True,
1307,1,baseline,29.177,12.044,3.92,13.214,True,
1308,1,baseline,23.232,12.294,4.007,6.93,True,
1309,1,baseline,22.888,13.677,3.81,5.401,True,
1310,1,baseline,42.466,31.433,3.88,7.153,True,
1311,1,baseline,22.752,11.761,3.741,7.249,True,
1312,1,baseline,22.965,12.038,3.867,7.06,True,
1313,1,baseline,20.856,11.777,3.747,5.332,True,
1314,1,baseline,23.054,12.071,3.916,7.067,True,
1315,1,baseline,22.773,11.781,3.776,7.216,True,
1316,1,baseline,22.707,11.789,3.752,7.167,True,
1317,1,baseline,23.202,13.88,3.862,5.459,True,
1318,1,baseline,47.346,36.297,3.844,7.205,True,
1319,1,baseline,23.05,11.986,3.827,7.237,True,
1320,1,baseline,22.454,13.015,4.502,4.937,True,
1321,1,baseline,18.403,10.891,3.776,3.736,True,
1322,1,baseline,22.817,11.437,4.048,7.332,True,
1323,1,baseline,21.612,12.642,4.287,4.682,True,
1324,1,baseline,38.466,24.059,10.114,4.292,True,
1325,1,baseline,52.361,17.59,23.865,10.906,True,
1326,1,baseline,20.138,12.314,3.995,3.829,True,
1327,1,baseline,21.531,14.073,3.738,3.719,True,
1328,1,baseline,31.289,17.254,3.924,10.112,True,
1329,1,baseline,18.749,10.594,3.673,4.482,True,
1330,1,baseline,53.325,32.441,17.248,3.636,True,
1331,1,baseline,21.063,11.857,3.868,5.338,True,
1332,1,baseline,19.753,11.075,3.857,4.821,True,
1333,1,baseline,18.701,11.118,3.908,3.675,True,
1334,1,baseline,33.441,13.791,10.171,9.478,True,
1335,1,baseline,19.262,10.808,3.758,4.695,True,
1336,1,baseline,32.075,17.236,10.027,4.812,True,
1337,1,baseline,42.017,22.673,15.766,3.578,True,
1338,1,baseline,19.641,11.041,3.901,4.699,True,
1339,1,baseline,19.332,10.881,3.779,4.671,True,
1340,1,baseline,19.951,11.23,3.905,4.816,True,
1341,1,baseline,18.21,10.867,3.781,3.562,True,
1342,1,baseline,25.296,16.038,4.193,5.065,True,
1343,1,baseline,19.551,11.192,3.748,4.612,True,
1344,1,baseline,33.22,18.572,10.549,4.098,True,
1345,1,baseline,20.66,12.153,3.979,4.527,True,
1346,1,baseline,44.423,33.734,3.7,6.988,True,
1347,1,baseline,23.893,12.393,5.095,6.406,True,
1348,1,baseline,35.175,13.174,3.58,18.421,True,
1349,1,baseline,23.118,11.79,3.521,7.807,True,
1350,1,baseline,115.436,99.403,9.701,6.331,True,
1351,1,baseline,22.343,11.974,3.898,6.471,True,
1352,1,baseline,28.85,13.511,4.198,11.141,True,
1353,1,baseline,24.308,12.481,3.711,8.115,True,
1354,1,baseline,24.862,12.799,3.726,8.337,True,
1355,1,baseline,56.446,22.185,3.926,30.335,True,
1356,1,baseline,49.283,31.412,3.813,14.058,True,
1357,1,baseline,22.01,12.3,3.659,6.051,True,
1358,1,baseline,41.487,29.269,3.915,8.303,True,
1359,1,baseline,25.44,12.275,3.657,9.508,True,
1360,1,baseline,44.012,33.797,4.065,6.15,True,
1361,1,baseline,36.088,26.487,3.662,5.94,True,
1362,1,baseline,49.233,24.166,9.82,15.247,True,
1363,1,baseline,24.1,12.174,3.768,8.158,True,
1364,1,baseline,44.075,26.085,4.059,13.932,True,
1365,1,baseline,32.931,17.166,3.727,12.038,True,
1366,1,baseline,47.831,18.807,9.909,19.115,True,
1367,1,baseline,24.11,12.341,3.676,8.092,True,
1368,1,baseline,24.743,12.719,3.961,8.063,True,
1369,1,baseline,21.682,12.149,3.743,5.79,True,
1370,1,baseline,23.398,12.057,3.654,7.687,True,
1371,1,baseline,30.008,18.826,3.742,7.441,True,
1372,1,baseline,31.812,20.847,3.901,7.065,True,
1373,1,baseline,39.527,24.101,9.84,5.585,True,
1374,1,baseline,44.448,12.548,14.01,17.891,True,
1375,1,baseline,23.843,12.124,3.849,7.869,True,
1376,1,baseline,28.957,14.619,4.504,9.834,True,
1377,1,baseline,22.927,12.89,4.172,5.865,True,
1378,1,baseline,25.873,13.102,4.8,7.971,True,
1379,1,baseline,25.664,13.327,4.388,7.949,True,
1380,1,baseline,27.715,15.79,3.953,7.972,True,
1381,1,baseline,28.037,12.865,9.636,5.536,True,
1382,1,baseline,24.047,12.566,3.907,7.574,True,
1383,1,baseline,23.927,12.223,3.78,7.925,True,
1384,1,baseline,25.303,13.26,3.953,8.09,True,
1385,1,baseline,22.055,12.515,3.809,5.732,True,
1386,1,baseline,28.822,18.26,4.207,6.355,True,
1387,1,baseline,24.136,12.474,3.836,7.826,True,
1388,1,baseline,24.156,12.498,3.84,7.818,True,
1389,1,baseline,24.209,13.703,4.205,6.301,True,
1390,1,baseline,68.206,26.423,27.948,13.834,True,
1391,1,baseline,24.02,12.322,3.852,7.845,True,
1392,1,baseline,41.55,24.004,9.848,7.697,True,
1393,1,baseline,69.512,49.902,13.796,5.814,True,
1394,1,baseline,41.402,23.23,3.832,14.34,True,
1395,1,baseline,21.79,12.133,3.79,5.867,True,
1396,1,baseline,27.25,13.935,4.836,8.48,True,
1397,1,baseline,24.807,13.393,4.774,6.64,True,
1398,1,baseline,43.836,18.243,17.742,7.851,True,
1399,1,baseline,22.139,12.47,3.926,5.743,True,
1400,1,baseline,46.999,24.058,3.766,19.175,True,
1401,1,baseline,49.716,28.463,4.464,16.789,True,
1402,1,baseline,35.613,23.663,4.073,7.876,True,
1403,1,baseline,42.559,22.87,3.722,15.967,True,
1404,1,baseline,29.803,12.149,3.818,13.836,True,
1405,1,baseline,21.834,12.436,3.828,5.57,True,
1406,1,baseline,25.856,14.304,3.791,7.761,True,
1407,1,baseline,38.202,18.155,3.751,16.296,True,
1408,1,baseline,109.989,94.462,6.934,8.594,True,
1409,1,baseline,63.506,46.559,4.419,12.528,True,
1410,1,baseline,23.852,12.161,3.872,7.82,True,
1411,1,baseline,23.737,12.029,3.866,7.842,True,
1412,1,baseline,23.399,12.009,3.518,7.873,True,
1413,1,baseline,22.231,12.516,3.898,5.816,True,
1414,1,baseline,51.092,33.205,8.256,9.631,True,
1415,1,baseline,54.267,24.5,9.866,19.901,True,
1416,1,baseline,23.888,12.17,3.83,7.888,True,
1417,1,baseline,21.784,12.098,3.744,5.942,True,
1418,1,baseline,37.345,18.601,3.942,14.802,True,
1419,1,baseline,23.577,12.05,3.766,7.761,True,
1420,1,baseline,23.482,11.926,3.793,7.763,True,
1421,1,baseline,22.275,12.441,3.96,5.875,True,
1422,1,baseline,23.327,11.895,3.791,7.642,True,
1423,1,baseline,31.69,14.724,4.056,12.909,True,
1424,1,baseline,23.591,12.126,3.814,7.65,True,
1425,1,baseline,24.293,12.485,5.155,6.653,True,
1426,1,baseline,23.936,12.299,3.939,7.697,True,
1427,1,baseline,59.138,23.496,21.999,13.642,True,
1428,1,baseline,24.013,12.386,3.901,7.726,True,
1429,1,baseline,21.363,11.95,3.839,5.573,True,
1430,1,baseline,62.66,18.554,4.154,39.953,True,
1431,1,baseline,56.996,39.615,9.802,7.579,True,
1432,1,baseline,53.367,18.091,9.583,25.694,True,
1433,1,baseline,22.59,12.79,4.169,5.631,True,
1434,1,baseline,51.471,37.71,6.229,7.532,True,
1435,1,baseline,74.279,63.502,4.867,5.91,True,
1436,1,baseline,25.763,13.455,4.137,8.171,True,
1437,1,baseline,22.237,12.578,3.961,5.699,True,
1438,1,baseline,37.42,20.84,10.27,6.31,True,
1439,1,baseline,25.171,12.979,4.218,7.975,True,
1440,1,baseline,40.396,28.867,3.958,7.571,True,
1441,1,baseline,34.091,24.43,3.931,5.73,True,
1442,1,baseline,24.961,14.239,4.586,6.137,True,
1443,1,baseline,22.071,11.946,3.891,6.234,True,
1444,1,baseline,25.035,12.936,4.018,8.082,True,
1445,1,baseline,22.429,12.859,3.962,5.608,True,
1446,1,baseline,23.926,12.275,3.819,7.832,True,
1447,1,baseline,29.438,14.019,5.296,10.123,True,
1448,1,baseline,46.362,30.197,4.222,11.944,True,
1449,1,baseline,22.062,12.46,3.899,5.704,True,
1450,1,baseline,29.348,18.051,3.816,7.48,True,
1451,1,baseline,23.714,12.323,3.873,7.518,True,
1452,1,baseline,24.875,12.937,4.112,7.826,True,
1453,1,baseline,21.545,12.011,3.773,5.761,True,
1454,1,baseline,33.428,21.84,3.948,7.639,True,
1455,1,baseline,23.262,12.044,3.815,7.403,True,
1456,1,baseline,29.119,16.056,4.814,8.249,True,
1457,1,baseline,22.27,12.241,3.86,6.169,True,
1458,1,baseline,23.484,12.141,3.725,7.619,True,
1459,1,baseline,23.754,12.358,3.931,7.464,True,
1460,1,baseline,28.359,13.782,4.138,10.44,True,
1461,1,baseline,41.19,24.904,4.342,11.944,True,
1462,1,baseline,24.109,12.537,3.975,7.597,True,
1463,1,baseline,34.728,23.534,3.802,7.392,True,
1464,1,baseline,36.888,18.692,3.865,14.332,True,
1465,1,baseline,21.8,12.235,3.866,5.7,True,
1466,1,baseline,23.404,12.039,3.819,7.546,True,
1467,1,baseline,37.005,20.835,4.098,12.072,True,
1468,1,baseline,28.748,17.476,5.26,6.012,True,
1469,1,baseline,53.853,30.515,10.11,13.228,True,
1470,1,baseline,21.832,12.105,3.894,5.833,True,
1471,1,baseline,46.187,24.446,9.951,11.79,True,
1472,1,baseline,25.161,13.351,4.29,7.52,True,
1473,1,baseline,23.04,13.472,3.884,5.684,True,
1474,1,baseline,40.876,23.263,4.033,13.58,True,
1475,1,baseline,43.415,26.605,4.237,12.573,True,
1476,1,baseline,24.38,12.382,3.882,8.116,True,
1477,1,baseline,21.997,12.14,3.799,6.058,True,
1478,1,baseline,24.6,12.44,3.86,8.3,True,
1479,1,baseline,23.487,12.329,3.818,7.341,True,
1480,1,baseline,25.516,14.639,4.104,6.773,True,
1481,1,baseline,22.32,12.429,3.812,6.079,True,
1482,1,baseline,25.2,12.881,3.776,8.543,True,
1483,1,baseline,28.606,13.451,4.15,11.005,True,
1484,1,baseline,25.705,13.25,3.943,8.512,True,
1485,1,baseline,21.965,12.243,3.875,5.846,True,
1486,1,baseline,24.184,12.34,3.757,8.087,True,
1487,1,baseline,24.726,12.71,3.9,8.116,True,
1488,1,baseline,38.349,19.648,10.496,8.205,True,
1489,1,baseline,37.208,26.903,4.404,5.902,True,
1490,1,baseline,24.247,12.426,3.82,8.001,True,
1491,1,baseline,29.807,12.136,3.833,13.838,True,
1492,1,baseline,24.447,12.616,3.991,7.84,True,
1493,1,baseline,20.938,12.077,3.731,5.129,True,
1494,1,baseline,26.056,13.571,4.389,8.097,True,
1495,1,baseline,48.128,24.43,9.847,13.85,True,
1496,1,baseline,23.538,11.989,3.82,7.729,True,
1497,1,baseline,35.136,24.532,5.037,5.567,True,
1498,1,baseline,45.524,24.142,3.804,17.578,True,
1499,1,baseline,23.923,12.402,3.861,7.66,True,
1500,1,baseline,23.39,11.988,3.771,7.631,True,
1501,1,baseline,23.159,12.678,3.935,6.546,True,
1502,1,baseline,24.842,12.017,3.837,8.988,True,
1503,1,baseline,23.591,12.024,3.802,7.766,True,
1504,1,baseline,27.122,13.982,4.493,8.647,True,
1505,1,baseline,39.314,28.671,4.558,6.085,True,
1506,1,baseline,30.333,16.728,4.797,8.808,True,
1507,1,baseline,25.695,13.809,4.225,7.661,True,
1508,1,baseline,53.405,30.013,9.966,13.425,True,
1509,1,baseline,21.853,12.134,3.774,5.945,True,
1510,1,baseline,23.991,12.317,3.66,8.014,True,
1511,1,baseline,23.714,12.11,3.632,7.972,True,
1512,1,baseline,24.957,14.173,4.225,6.558,True,
1513,1,baseline,23.337,11.818,3.749,7.77,True,
1514,1,baseline,33.328,18.032,9.124,6.172,True,
1515,1,baseline,24.751,13.903,4.08,6.768,True,
1516,1,baseline,23.839,13.41,4.375,6.054,True,
