frame_id,round_id,model_type,total_time_ms,forward_time_ms,postprocess_time_ms,data_to_gpu_time_ms,success,skip_reason
505,1,baseline,23.966,12.131,3.768,8.067,True,
506,1,baseline,22.723,12.44,3.939,6.343,True,
507,1,baseline,25.321,14.898,4.192,6.231,True,
508,1,baseline,22.484,12.341,3.701,6.442,True,
509,1,baseline,31.916,11.937,3.73,16.25,True,
510,1,baseline,33.768,17.467,4.774,11.528,True,
511,1,baseline,29.081,16.253,5.255,7.574,True,
512,1,baseline,38.486,14.796,4.827,18.862,True,
513,1,baseline,28.941,14.001,4.339,10.6,True,
514,1,baseline,28.397,16.653,4.589,7.155,True,
515,1,baseline,24.904,13.253,4.791,6.86,True,
516,1,baseline,25.536,15.603,3.674,6.259,True,
517,1,baseline,49.776,24.248,3.967,21.561,True,
518,1,baseline,24.086,13.633,4.154,6.298,True,
519,1,baseline,23.718,12.941,4.103,6.674,True,
520,1,baseline,21.58,11.98,3.639,5.961,True,
521,1,baseline,26.795,12.098,3.838,10.859,True,
522,1,baseline,64.418,35.719,22.768,5.931,True,
523,1,baseline,31.479,15.248,3.721,12.51,True,
524,1,baseline,21.28,11.895,3.749,5.635,True,
525,1,baseline,23.504,12.231,3.796,7.477,True,
526,1,baseline,21.313,11.955,3.682,5.676,True,
527,1,baseline,22.032,12.137,3.762,6.134,True,
528,1,baseline,22.45,12.519,3.862,6.069,True,
529,1,baseline,23.252,12.057,3.743,7.452,True,
530,1,baseline,23.682,13.89,3.886,5.906,True,
531,1,baseline,21.95,11.848,3.686,6.416,True,
532,1,baseline,23.937,13.51,4.058,6.369,True,
533,1,baseline,25.444,13.418,3.849,8.176,True,
534,1,baseline,21.778,12.031,3.747,5.999,True,
535,1,baseline,22.481,12.067,3.89,6.524,True,
536,1,baseline,27.561,13.589,5.278,8.694,True,
537,1,baseline,28.269,14.537,5.634,8.098,True,
538,1,baseline,25.408,13.581,4.894,6.933,True,
539,1,baseline,25.026,14.104,4.358,6.565,True,
540,1,baseline,24.522,13.942,4.265,6.315,True,
541,1,baseline,28.146,13.962,3.772,10.412,True,
542,1,baseline,21.88,11.854,3.635,6.391,True,
543,1,baseline,21.561,11.888,3.657,6.016,True,
544,1,baseline,23.383,12.806,4.004,6.572,True,
545,1,baseline,23.679,12.098,3.871,7.709,True,
546,1,baseline,21.899,11.897,3.722,6.28,True,
547,1,baseline,48.597,18.962,23.352,6.284,True,
548,1,baseline,50.696,28.584,9.859,12.253,True,
549,1,baseline,49.126,31.702,9.551,7.872,True,
550,1,baseline,39.974,18.181,3.701,18.092,True,
551,1,baseline,21.347,11.799,3.704,5.843,True,
552,1,baseline,24.16,14.113,3.975,6.073,True,
553,1,baseline,23.116,11.613,3.576,7.927,True,
554,1,baseline,21.038,11.599,3.498,5.941,True,
555,1,baseline,23.33,13.109,3.979,6.243,True,
556,1,baseline,23.111,13.506,3.89,5.715,True,
557,1,baseline,23.352,11.8,3.622,7.93,True,
558,1,baseline,21.133,11.637,3.579,5.917,True,
559,1,baseline,21.774,11.948,3.783,6.043,True,
560,1,baseline,24.391,13.868,4.281,6.241,True,
561,1,baseline,35.742,12.223,3.653,19.865,True,
562,1,baseline,23.058,12.973,4.048,6.038,True,
563,1,baseline,33.361,17.685,3.895,11.782,True,
564,1,baseline,21.686,12.134,3.732,5.819,True,
565,1,baseline,22.519,11.605,3.579,7.335,True,
566,1,baseline,21.466,11.961,3.514,5.991,True,
567,1,baseline,23.543,11.954,5.013,6.577,True,
568,1,baseline,32.016,21.707,3.989,6.32,True,
569,1,baseline,74.086,51.329,3.833,18.924,True,
570,1,baseline,22.044,11.802,3.735,6.506,True,
571,1,baseline,27.947,11.846,3.655,12.445,True,
572,1,baseline,31.255,20.171,4.612,6.471,True,
573,1,baseline,28.969,13.793,4.312,10.864,True,
574,1,baseline,40.624,24.871,9.699,6.054,True,
575,1,baseline,21.389,11.893,3.642,5.854,True,
576,1,baseline,21.084,11.756,3.666,5.661,True,
577,1,baseline,32.374,21.232,3.631,7.511,True,
578,1,baseline,21.294,11.697,3.615,5.983,True,
579,1,baseline,29.557,13.35,9.915,6.292,True,
580,1,baseline,27.411,11.897,3.808,11.706,True,
581,1,baseline,36.717,18.287,4.659,13.771,True,
582,1,baseline,57.327,18.717,20.984,17.625,True,
583,1,baseline,21.819,12.315,3.744,5.759,True,
584,1,baseline,23.416,12.716,3.622,7.078,True,
585,1,baseline,36.642,17.482,3.981,15.18,True,
586,1,baseline,21.508,11.677,3.631,6.2,True,
587,1,baseline,26.288,15.273,4.432,6.583,True,
588,1,baseline,23.205,12.758,4.063,6.384,True,
589,1,baseline,26.411,14.548,4.285,7.577,True,
590,1,baseline,39.393,23.664,3.726,12.003,True,
591,1,baseline,35.607,17.887,11.812,5.908,True,
592,1,baseline,33.661,17.78,3.65,12.23,True,
593,1,baseline,37.373,22.855,6.883,7.635,True,
594,1,baseline,21.093,11.638,3.739,5.716,True,
595,1,baseline,20.732,11.576,3.599,5.558,True,
596,1,baseline,21.618,11.591,4.155,5.872,True,
597,1,baseline,23.615,12.5,3.755,7.36,True,
598,1,baseline,22.186,12.642,3.724,5.82,True,
599,1,baseline,21.52,11.982,3.694,5.845,True,
600,1,baseline,21.068,11.623,3.603,5.841,True,
601,1,baseline,25.378,11.584,6.1,7.694,True,
602,1,baseline,22.145,12.523,3.761,5.861,True,
603,1,baseline,21.89,12.275,3.773,5.842,True,
604,1,baseline,22.349,11.865,3.606,6.878,True,
605,1,baseline,24.567,11.832,4.802,7.932,True,
606,1,baseline,22.405,12.746,3.869,5.79,True,
607,1,baseline,32.71,22.122,4.627,5.961,True,
608,1,baseline,41.052,24.755,9.914,6.383,True,
609,1,baseline,40.077,18.773,3.727,17.577,True,
610,1,baseline,66.616,12.852,47.692,6.072,True,
611,1,baseline,21.784,12.042,3.666,6.077,True,
612,1,baseline,21.539,11.665,3.654,6.22,True,
613,1,baseline,22.501,11.56,3.56,7.381,True,
614,1,baseline,34.106,24.169,3.838,6.099,True,
615,1,baseline,51.866,29.745,9.804,12.317,True,
616,1,baseline,21.589,11.836,3.583,6.17,True,
617,1,baseline,42.779,23.41,3.549,15.82,True,
618,1,baseline,23.371,13.846,3.731,5.794,True,
619,1,baseline,43.753,27.163,9.967,6.623,True,
620,1,baseline,44.265,26.296,9.713,8.256,True,
621,1,baseline,26.586,15.383,3.55,7.652,True,
622,1,baseline,21.532,11.93,3.585,6.017,True,
623,1,baseline,44.933,24.206,4.312,16.415,True,
624,1,baseline,47.755,30.84,3.986,12.93,True,
625,1,baseline,23.075,11.791,3.447,7.837,True,
626,1,baseline,21.796,12.143,3.54,6.113,True,
627,1,baseline,21.204,11.869,3.622,5.713,True,
628,1,baseline,21.244,11.732,3.428,6.085,True,
629,1,baseline,23.452,11.846,4.018,7.588,True,
630,1,baseline,21.578,12.027,3.637,5.914,True,
631,1,baseline,39.939,18.271,15.409,6.259,True,
632,1,baseline,46.689,19.784,7.898,19.008,True,
633,1,baseline,61.676,17.512,15.974,28.19,True,
634,1,baseline,53.394,36.714,10.763,5.917,True,
635,1,baseline,23.923,13.713,4.148,6.062,True,
636,1,baseline,23.362,12.983,4.075,6.303,True,
637,1,baseline,30.314,12.79,3.855,13.669,True,
638,1,baseline,22.265,12.444,3.774,6.047,True,
639,1,baseline,24.348,14.783,3.748,5.817,True,
640,1,baseline,60.302,48.556,4.397,7.35,True,
641,1,baseline,41.841,24.22,3.76,13.861,True,
642,1,baseline,38.473,18.45,3.755,16.267,True,
643,1,baseline,47.35,24.797,3.803,18.75,True,
644,1,baseline,49.425,32.931,3.722,12.773,True,
645,1,baseline,40.088,22.325,8.842,8.922,True,
646,1,baseline,26.227,13.596,4.088,8.543,True,
647,1,baseline,38.397,12.146,3.702,22.55,True,
648,1,baseline,25.224,14.395,4.249,6.58,True,
649,1,baseline,27.609,16.008,3.928,7.673,True,
650,1,baseline,22.16,12.134,3.811,6.215,True,
651,1,baseline,22.731,12.598,3.841,6.291,True,
652,1,baseline,22.401,12.218,3.641,6.542,True,
653,1,baseline,24.025,12.358,4.006,7.661,True,
654,1,baseline,39.391,29.131,3.645,6.615,True,
655,1,baseline,22.702,12.758,3.695,6.248,True,
656,1,baseline,21.827,11.854,3.563,6.41,True,
657,1,baseline,22.399,11.889,3.563,6.947,True,
658,1,baseline,22.139,12.319,3.736,6.083,True,
659,1,baseline,41.905,24.628,3.941,13.336,True,
660,1,baseline,46.336,23.459,10.424,12.452,True,
661,1,baseline,23.168,11.983,3.546,7.64,True,
662,1,baseline,22.409,12.401,3.732,6.276,True,
663,1,baseline,25.09,13.012,3.768,8.309,True,
664,1,baseline,23.146,12.866,3.921,6.359,True,
665,1,baseline,47.402,18.043,9.7,19.659,True,
666,1,baseline,37.215,18.597,5.518,13.1,True,
667,1,baseline,21.404,12.023,3.59,5.791,True,
668,1,baseline,21.531,11.665,3.568,6.298,True,
669,1,baseline,22.455,11.564,3.451,7.44,True,
670,1,baseline,21.798,12.278,3.742,5.779,True,
671,1,baseline,28.525,14.398,7.848,6.279,True,
672,1,baseline,23.285,12.085,3.734,7.465,True,
673,1,baseline,41.214,29.25,4.39,7.573,True,
674,1,baseline,55.941,40.122,9.958,5.862,True,
675,1,baseline,37.414,21.663,9.799,5.952,True,
676,1,baseline,33.853,24.025,3.838,5.991,True,
677,1,baseline,48.348,25.089,9.676,13.583,True,
678,1,baseline,22.618,12.755,3.856,6.008,True,
679,1,baseline,21.475,11.808,3.652,6.015,True,
680,1,baseline,21.79,11.709,3.766,6.316,True,
681,1,baseline,23.165,12.061,3.864,7.24,True,
682,1,baseline,42.552,25.806,9.847,6.899,True,
683,1,baseline,33.725,17.93,3.733,12.061,True,
684,1,baseline,58.447,12.448,23.491,22.507,True,
685,1,baseline,24.15,12.592,4.02,7.539,True,
686,1,baseline,35.52,12.294,11.241,11.986,True,
687,1,baseline,23.048,13.061,3.838,6.149,True,
688,1,baseline,21.786,11.733,3.964,6.09,True,
689,1,baseline,34.015,23.924,3.804,6.287,True,
690,1,baseline,33.255,24.556,3.776,4.923,True,
691,1,baseline,45.411,30.114,3.916,11.381,True,
692,1,baseline,38.896,17.67,9.938,11.288,True,
693,1,baseline,39.141,17.659,10.495,10.986,True,
694,1,baseline,40.339,20.611,16.195,3.533,True,
695,1,baseline,30.066,21.765,3.656,4.645,True,
696,1,baseline,36.01,16.463,9.9,9.647,True,
697,1,baseline,41.468,21.903,3.566,15.999,True,
698,1,baseline,36.793,23.14,10.143,3.51,True,
699,1,baseline,17.348,10.265,3.582,3.501,True,
700,1,baseline,17.321,10.182,3.526,3.614,True,
701,1,baseline,20.179,12.448,3.541,4.19,True,
702,1,baseline,17.968,10.528,3.941,3.498,True,
703,1,baseline,17.3,10.261,3.538,3.501,True,
704,1,baseline,17.338,10.117,3.625,3.596,True,
705,1,baseline,19.468,11.763,3.697,4.008,True,
706,1,baseline,29.584,23.03,3.158,3.395,True,
707,1,baseline,25.631,18.031,4.135,3.464,True,
708,1,baseline,35.928,28.735,3.841,3.352,True,
709,1,baseline,18.588,10.427,3.692,4.47,True,
710,1,baseline,20.161,12.83,3.749,3.582,True,
711,1,baseline,17.487,10.225,3.672,3.59,True,
712,1,baseline,32.686,18.193,9.798,4.696,True,
713,1,baseline,25.922,11.038,4.103,10.782,True,
714,1,baseline,36.261,28.253,4.183,3.824,True,
715,1,baseline,18.257,10.475,4.266,3.516,True,
716,1,baseline,20.103,12.048,4.185,3.871,True,
717,1,baseline,28.048,19.403,4.15,4.495,True,
718,1,baseline,17.933,10.613,3.788,3.532,True,
719,1,baseline,17.807,10.418,3.701,3.687,True,
720,1,baseline,18.683,10.871,4.021,3.791,True,
721,1,baseline,34.662,25.363,4.512,4.787,True,
722,1,baseline,46.094,37.323,4.64,4.131,True,
723,1,baseline,21.067,11.71,5.095,4.262,True,
724,1,baseline,20.907,12.467,4.472,3.968,True,
725,1,baseline,17.185,9.634,3.718,3.833,True,
726,1,baseline,23.746,12.176,7.96,3.611,True,
727,1,baseline,25.983,16.675,3.894,5.414,True,
728,1,baseline,26.609,18.882,4.006,3.72,True,
729,1,baseline,19.813,11.589,3.729,4.495,True,
730,1,baseline,18.681,10.806,4.146,3.728,True,
731,1,baseline,19.715,12.157,3.903,3.656,True,
732,1,baseline,17.759,10.304,3.73,3.725,True,
733,1,baseline,18.839,10.412,3.948,4.479,True,
734,1,baseline,18.893,10.816,3.851,4.226,True,
735,1,baseline,18.453,10.881,3.83,3.742,True,
736,1,baseline,17.234,9.736,3.718,3.78,True,
737,1,baseline,18.746,10.614,3.718,4.413,True,
738,1,baseline,18.172,10.785,3.728,3.659,True,
739,1,baseline,18.755,10.954,3.782,4.019,True,
740,1,baseline,17.762,10.491,3.728,3.544,True,
741,1,baseline,22.255,10.79,3.826,7.638,True,
742,1,baseline,19.294,10.982,3.904,4.408,True,
743,1,baseline,18.549,10.507,3.804,4.238,True,
744,1,baseline,35.093,16.669,14.709,3.716,True,
745,1,baseline,20.06,11.427,3.785,4.848,True,
746,1,baseline,19.671,11.628,3.905,4.138,True,
747,1,baseline,35.118,21.708,3.735,9.676,True,
748,1,baseline,35.334,21.93,3.838,9.566,True,
749,1,baseline,20.285,11.499,3.953,4.832,True,
750,1,baseline,18.105,10.508,3.681,3.916,True,
751,1,baseline,18.081,10.4,3.657,4.024,True,
752,1,baseline,17.79,10.372,3.658,3.76,True,
753,1,baseline,18.971,11.044,3.794,4.133,True,
754,1,baseline,21.596,10.747,3.83,7.019,True,
755,1,baseline,19.783,11.423,4.279,4.081,True,
756,1,baseline,21.863,13.548,3.879,4.436,True,
757,1,baseline,32.746,18.545,10.177,4.024,True,
758,1,baseline,18.668,10.971,3.876,3.822,True,
759,1,baseline,20.968,11.614,3.715,5.639,True,
760,1,baseline,29.574,15.858,5.094,8.621,True,
761,1,baseline,23.283,11.869,4.522,6.893,True,
762,1,baseline,21.58,11.658,3.766,6.157,True,
763,1,baseline,22.343,12.124,3.922,6.298,True,
764,1,baseline,34.254,18.2,9.847,6.207,True,
765,1,baseline,38.215,19.903,4.045,14.267,True,
766,1,baseline,21.773,12.005,3.917,5.851,True,
767,1,baseline,24.389,14.799,4.16,5.43,True,
768,1,baseline,24.029,12.801,4.287,6.941,True,
769,1,baseline,28.829,14.478,4.574,9.777,True,
770,1,baseline,23.002,12.575,4.307,6.119,True,
771,1,baseline,22.354,12.609,4.082,5.663,True,
772,1,baseline,25.773,13.885,4.195,7.692,True,
773,1,baseline,26.787,16.376,4.139,6.272,True,
774,1,baseline,27.827,18.287,3.903,5.636,True,
775,1,baseline,23.239,11.081,6.654,5.504,True,
776,1,baseline,21.776,12.064,4.041,5.671,True,
777,1,baseline,27.488,15.0,4.952,7.536,True,
778,1,baseline,20.961,11.781,3.721,5.459,True,
779,1,baseline,22.628,13.219,3.973,5.437,True,
780,1,baseline,20.121,11.298,3.754,5.069,True,
781,1,baseline,23.203,12.628,4.127,6.448,True,
782,1,baseline,39.713,23.986,10.02,5.708,True,
783,1,baseline,23.488,12.901,4.379,6.209,True,
784,1,baseline,23.941,13.06,4.154,6.728,True,
785,1,baseline,23.808,13.745,4.565,5.498,True,
786,1,baseline,24.11,12.671,4.145,7.294,True,
787,1,baseline,29.988,18.849,4.467,6.672,True,
788,1,baseline,24.864,13.378,4.253,7.234,True,
789,1,baseline,22.605,12.923,4.264,5.418,True,
790,1,baseline,23.418,11.905,3.959,7.555,True,
791,1,baseline,25.237,12.559,4.032,8.646,True,
792,1,baseline,23.496,12.027,3.858,7.612,True,
793,1,baseline,25.831,12.424,4.289,9.118,True,
794,1,baseline,23.468,12.675,4.794,5.998,True,
795,1,baseline,21.609,11.786,3.943,5.88,True,
796,1,baseline,21.651,12.056,3.965,5.63,True,
797,1,baseline,39.454,28.826,3.898,6.73,True,
798,1,baseline,34.145,18.233,4.035,11.877,True,
799,1,baseline,21.151,11.589,3.9,5.663,True,
800,1,baseline,21.406,11.741,3.883,5.782,True,
801,1,baseline,44.068,18.499,10.178,15.392,True,
802,1,baseline,22.505,12.109,4.756,5.641,True,
803,1,baseline,24.745,14.883,4.133,5.729,True,
804,1,baseline,21.32,11.791,4.156,5.374,True,
805,1,baseline,53.086,12.375,19.871,20.84,True,
806,1,baseline,51.493,30.083,9.782,11.628,True,
807,1,baseline,22.949,12.897,4.052,5.999,True,
808,1,baseline,20.916,11.62,3.753,5.543,True,
809,1,baseline,55.395,38.894,4.216,12.285,True,
810,1,baseline,21.908,11.775,3.82,6.313,True,
811,1,baseline,21.627,11.628,4.051,5.948,True,
812,1,baseline,23.482,13.166,4.52,5.796,True,
813,1,baseline,25.192,13.872,4.459,6.862,True,
814,1,baseline,23.057,13.294,4.127,5.636,True,
815,1,baseline,23.1,13.153,4.157,5.789,True,
816,1,baseline,22.812,12.985,4.223,5.604,True,
817,1,baseline,23.879,12.058,4.899,6.923,True,
818,1,baseline,21.288,11.925,3.749,5.615,True,
819,1,baseline,21.163,11.649,3.86,5.654,True,
820,1,baseline,22.659,12.783,4.413,5.463,True,
821,1,baseline,57.964,26.655,24.567,6.742,True,
822,1,baseline,46.628,24.601,4.445,17.582,True,
823,1,baseline,22.18,12.917,3.802,5.461,True,
824,1,baseline,42.78,27.45,9.808,5.522,True,
825,1,baseline,22.982,12.145,4.003,6.833,True,
826,1,baseline,21.18,11.471,4.177,5.532,True,
827,1,baseline,21.317,11.781,4.109,5.426,True,
828,1,baseline,25.195,14.553,5.193,5.449,True,
829,1,baseline,25.359,14.335,4.174,6.851,True,
830,1,baseline,20.778,11.434,3.731,5.612,True,
831,1,baseline,21.507,11.748,3.805,5.954,True,
832,1,baseline,23.329,12.723,4.811,5.795,True,
833,1,baseline,53.793,31.732,15.066,6.995,True,
834,1,baseline,22.003,12.318,4.024,5.661,True,
835,1,baseline,21.097,11.623,3.83,5.645,True,
836,1,baseline,31.759,21.226,4.419,6.114,True,
837,1,baseline,52.811,29.8,10.122,12.89,True,
838,1,baseline,28.318,12.365,4.194,11.759,True,
839,1,baseline,27.507,17.937,3.952,5.618,True,
840,1,baseline,45.432,28.401,10.78,6.251,True,
841,1,baseline,23.486,12.608,3.915,6.963,True,
842,1,baseline,23.159,13.013,4.272,5.875,True,
843,1,baseline,22.504,12.626,4.158,5.72,True,
844,1,baseline,40.779,24.742,10.294,5.744,True,
845,1,baseline,22.518,11.649,3.869,7.001,True,
846,1,baseline,21.911,12.104,4.062,5.745,True,
847,1,baseline,27.253,11.674,3.877,11.701,True,
848,1,baseline,21.725,12.166,3.94,5.619,True,
849,1,baseline,39.305,18.248,14.117,6.939,True,
850,1,baseline,21.787,12.097,3.931,5.759,True,
851,1,baseline,21.207,11.641,4.162,5.404,True,
852,1,baseline,22.944,13.133,4.042,5.768,True,
853,1,baseline,22.675,11.819,3.851,7.005,True,
854,1,baseline,23.626,13.358,3.863,6.405,True,
855,1,baseline,23.496,13.007,4.498,5.991,True,
856,1,baseline,27.398,16.103,5.182,6.113,True,
857,1,baseline,27.842,15.492,4.856,7.494,True,
858,1,baseline,35.414,19.16,4.421,11.833,True,
859,1,baseline,27.947,12.978,3.838,11.131,True,
860,1,baseline,21.593,11.635,3.944,6.014,True,
861,1,baseline,22.848,11.661,4.147,7.04,True,
862,1,baseline,21.553,12.061,3.71,5.782,True,
863,1,baseline,22.9,12.837,4.347,5.716,True,
864,1,baseline,21.424,11.912,3.845,5.666,True,
865,1,baseline,22.299,11.629,3.836,6.835,True,
866,1,baseline,21.672,12.074,3.938,5.66,True,
867,1,baseline,21.867,11.808,3.878,6.181,True,
868,1,baseline,21.58,12.021,3.939,5.621,True,
869,1,baseline,40.023,23.639,4.23,12.154,True,
870,1,baseline,21.843,12.105,3.999,5.739,True,
871,1,baseline,38.026,27.004,4.867,6.155,True,
872,1,baseline,46.35,18.416,10.237,17.697,True,
873,1,baseline,36.929,24.244,5.734,6.951,True,
874,1,baseline,21.024,11.561,3.73,5.733,True,
875,1,baseline,21.273,11.733,3.773,5.768,True,
876,1,baseline,21.258,11.573,3.823,5.862,True,
877,1,baseline,41.098,17.909,3.863,19.327,True,
878,1,baseline,22.238,11.766,4.757,5.715,True,
879,1,baseline,22.233,12.296,4.159,5.778,True,
880,1,baseline,21.233,11.967,4.055,5.21,True,
881,1,baseline,42.21,24.632,4.284,13.293,True,
882,1,baseline,23.28,12.321,4.168,6.791,True,
883,1,baseline,21.179,11.637,3.757,5.785,True,
884,1,baseline,27.366,11.49,4.101,11.775,True,
885,1,baseline,23.27,11.965,4.414,6.891,True,
886,1,baseline,22.708,12.374,3.989,6.345,True,
887,1,baseline,21.301,11.761,3.815,5.725,True,
888,1,baseline,21.732,12.104,4.07,5.557,True,
889,1,baseline,22.648,12.069,3.859,6.72,True,
890,1,baseline,21.775,11.528,4.737,5.51,True,
891,1,baseline,23.673,13.611,4.299,5.764,True,
892,1,baseline,22.741,12.826,4.269,5.645,True,
893,1,baseline,22.681,11.984,4.018,6.678,True,
894,1,baseline,42.742,25.153,4.368,13.221,True,
895,1,baseline,27.939,12.251,3.861,11.828,True,
896,1,baseline,29.692,12.834,10.384,6.474,True,
897,1,baseline,24.516,12.271,4.017,8.227,True,
898,1,baseline,20.509,11.485,3.733,5.291,True,
899,1,baseline,55.652,34.756,8.924,11.972,True,
900,1,baseline,21.953,12.25,4.03,5.673,True,
901,1,baseline,37.158,23.723,3.877,9.557,True,
902,1,baseline,21.064,11.726,3.786,5.551,True,
903,1,baseline,43.263,33.852,3.916,5.496,True,
904,1,baseline,23.267,13.141,4.352,5.774,True,
905,1,baseline,29.303,12.336,4.193,12.774,True,
906,1,baseline,22.983,13.514,3.859,5.61,True,
907,1,baseline,20.282,11.485,3.956,4.842,True,
908,1,baseline,24.846,14.943,3.929,5.974,True,
909,1,baseline,23.435,12.383,4.24,6.811,True,
910,1,baseline,36.622,20.812,10.171,5.639,True,
911,1,baseline,22.091,12.688,4.052,5.351,True,
912,1,baseline,21.204,11.695,3.801,5.708,True,
913,1,baseline,43.711,26.465,3.971,13.275,True,
914,1,baseline,21.083,11.692,3.838,5.553,True,
915,1,baseline,22.323,12.147,4.697,5.479,True,
916,1,baseline,20.949,11.543,3.846,5.561,True,
917,1,baseline,24.486,12.776,3.942,7.768,True,
918,1,baseline,21.44,12.184,3.818,5.437,True,
919,1,baseline,22.54,12.681,4.047,5.811,True,
920,1,baseline,21.336,11.695,3.771,5.871,True,
921,1,baseline,18.872,10.623,3.693,4.556,True,
922,1,baseline,24.47,10.272,4.67,9.527,True,
923,1,baseline,28.491,21.032,3.781,3.678,True,
924,1,baseline,31.461,23.312,4.232,3.918,True,
925,1,baseline,18.601,10.496,3.711,4.394,True,
926,1,baseline,17.968,10.524,3.696,3.748,True,
927,1,baseline,19.571,11.819,4.169,3.583,True,
928,1,baseline,18.14,10.492,4.001,3.647,True,
929,1,baseline,19.272,10.823,4.068,4.381,True,
930,1,baseline,18.332,10.935,3.726,3.672,True,
931,1,baseline,19.664,11.169,3.806,4.689,True,
932,1,baseline,18.275,10.495,3.991,3.789,True,
933,1,baseline,18.376,10.439,3.646,4.291,True,
934,1,baseline,18.091,10.655,3.882,3.555,True,
935,1,baseline,19.136,11.82,3.815,3.501,True,
936,1,baseline,18.705,10.662,3.951,4.092,True,
937,1,baseline,29.517,21.333,3.873,4.311,True,
938,1,baseline,35.357,11.661,20.128,3.568,True,
939,1,baseline,41.49,22.234,15.457,3.799,True,
940,1,baseline,41.113,26.417,10.517,4.179,True,
941,1,baseline,25.094,10.707,9.913,4.475,True,
942,1,baseline,87.099,77.646,4.007,5.446,True,
943,1,baseline,22.475,12.341,4.214,5.919,True,
944,1,baseline,22.602,12.996,3.822,5.784,True,
945,1,baseline,23.859,12.604,4.038,7.217,True,
946,1,baseline,18.574,10.872,3.837,3.866,True,
947,1,baseline,19.259,11.549,3.853,3.857,True,
948,1,baseline,18.06,10.482,3.728,3.85,True,
949,1,baseline,18.553,10.462,3.686,4.406,True,
950,1,baseline,17.896,10.464,3.686,3.746,True,
951,1,baseline,30.918,23.246,3.825,3.846,True,
952,1,baseline,20.452,11.482,3.706,5.265,True,
953,1,baseline,39.936,29.414,3.713,6.809,True,
954,1,baseline,39.064,17.666,9.852,11.546,True,
955,1,baseline,35.953,26.767,3.925,5.262,True,
956,1,baseline,21.127,11.854,3.812,5.461,True,
957,1,baseline,22.969,12.146,3.735,7.089,True,
958,1,baseline,22.043,12.47,4.061,5.513,True,
959,1,baseline,21.989,12.451,4.036,5.501,True,
960,1,baseline,21.222,11.665,3.767,5.791,True,
961,1,baseline,21.989,11.429,3.728,6.831,True,
962,1,baseline,20.8,11.683,3.762,5.355,True,
963,1,baseline,25.232,12.058,3.871,9.303,True,
964,1,baseline,20.97,11.573,3.756,5.641,True,
965,1,baseline,23.591,12.073,3.874,7.644,True,
966,1,baseline,20.609,11.501,3.727,5.381,True,
967,1,baseline,21.35,11.938,3.915,5.498,True,
968,1,baseline,21.751,12.071,4.048,5.632,True,
969,1,baseline,22.043,11.425,3.707,6.911,True,
970,1,baseline,20.184,11.437,3.722,5.025,True,
971,1,baseline,23.424,12.938,4.437,6.049,True,
972,1,baseline,21.649,11.822,3.879,5.949,True,
973,1,baseline,22.073,11.386,3.733,6.954,True,
974,1,baseline,21.061,11.963,3.832,5.266,True,
975,1,baseline,23.516,14.282,3.989,5.245,True,
976,1,baseline,21.604,11.805,3.89,5.91,True,
977,1,baseline,23.166,11.995,4.148,7.024,True,
978,1,baseline,21.306,12.38,3.705,5.221,True,
979,1,baseline,22.178,12.43,4.139,5.609,True,
980,1,baseline,21.338,11.5,3.808,6.03,True,
981,1,baseline,27.636,15.058,3.797,8.781,True,
982,1,baseline,22.644,13.371,3.922,5.35,True,
983,1,baseline,22.068,12.575,3.925,5.568,True,
984,1,baseline,21.395,11.409,4.214,5.771,True,
985,1,baseline,22.275,11.841,3.824,6.609,True,
986,1,baseline,17.682,10.619,3.674,3.389,True,
987,1,baseline,24.733,17.487,3.771,3.475,True,
988,1,baseline,18.673,10.885,3.824,3.963,True,
989,1,baseline,18.706,10.549,3.793,4.363,True,
990,1,baseline,18.661,10.849,3.898,3.914,True,
991,1,baseline,17.742,10.373,3.684,3.685,True,
992,1,baseline,22.134,12.383,4.243,5.508,True,
993,1,baseline,24.409,11.724,3.883,8.801,True,
994,1,baseline,21.531,12.045,4.031,5.455,True,
995,1,baseline,21.42,12.065,3.899,5.457,True,
996,1,baseline,23.04,13.368,4.184,5.488,True,
997,1,baseline,43.714,18.148,4.394,21.172,True,
998,1,baseline,38.14,11.859,13.188,13.094,True,
999,1,baseline,32.822,23.12,4.086,5.617,True,
1000,1,baseline,21.676,12.348,3.883,5.446,True,
1001,1,baseline,22.764,11.971,3.881,6.912,True,
1002,1,baseline,32.22,22.605,3.892,5.724,True,
1003,1,baseline,20.69,11.483,3.808,5.399,True,
1004,1,baseline,21.413,11.87,3.94,5.602,True,
1005,1,baseline,36.99,24.663,4.097,8.229,True,
1006,1,baseline,21.488,12.05,3.878,5.559,True,
1007,1,baseline,21.954,12.211,4.017,5.726,True,
1008,1,baseline,21.484,12.114,3.81,5.561,True,
1009,1,baseline,22.666,11.812,3.876,6.977,True,
1010,1,baseline,21.065,11.492,3.79,5.783,True,
1011,1,baseline,35.513,19.409,10.586,5.518,True,
1012,1,baseline,32.008,16.28,10.129,5.6,True,
1013,1,baseline,29.248,12.267,3.998,12.983,True,
1014,1,baseline,21.26,11.632,3.844,5.784,True,
1015,1,baseline,23.019,12.847,4.271,5.901,True,
1016,1,baseline,28.076,12.271,3.96,11.845,True,
1017,1,baseline,53.72,29.545,11.005,13.17,True,
1018,1,baseline,33.925,24.524,3.904,5.497,True,
1019,1,baseline,21.269,11.866,3.952,5.451,True,
